subject,category,ks2sub,U,G,F,E,D,C,B,A,A*
Design and Technology: Electronic Products,girls,W,0,0,0,0,0,0,0,0,0
Design and Technology: Electronic Products,girls,1,0,0,0,0,0,0,0,0,0
Design and Technology: Electronic Products,girls,2,0,2,2,0,2,0,0,0,0
Design and Technology: Electronic Products,girls,3c,0,0,2,2,0,0,0,0,0
Design and Technology: Electronic Products,girls,3b,0,3,2,2,2,0,0,2,0
Design and Technology: Electronic Products,girls,3a,0,2,2,4,2,0,0,0,2
Design and Technology: Electronic Products,girls,4c,2,2,3,4,9,5,6,2,0
Design and Technology: Electronic Products,girls,4b,2,2,2,3,14,23,28,14,2
Design and Technology: Electronic Products,girls,4a,0,2,0,2,8,19,24,20,5
Design and Technology: Electronic Products,girls,5c,0,3,2,2,10,20,40,49,12
Design and Technology: Electronic Products,girls,5b,0,0,2,0,2,17,38,63,51
Design and Technology: Electronic Products,girls,5a,0,0,0,0,0,0,0,0,5
English,girls,W,2,5,9,9,9,2,2,0,0
English,girls,1,40,33,81,60,32,17,0,0,0
English,girls,2,350,416,1204,1995,1381,422,67,2,2
English,girls,3c,188,125,472,1475,1995,695,80,2,2
English,girls,3b,340,138,606,2574,5021,2747,407,30,0
English,girls,3a,145,80,234,1413,4776,4439,782,79,6
English,girls,4c,265,131,282,1971,8527,12126,3663,439,35
English,girls,4b,281,132,243,1687,10905,25881,15343,2868,223
English,girls,4a,86,43,54,302,3019,13215,16256,5606,636
English,girls,5c,93,31,46,183,1601,10152,21532,13254,2593
English,girls,5b,54,10,21,36,417,3463,13168,16446,6408
English,girls,5a,5,0,0,0,3,26,303,1107,1192
English Literature,girls,W,4,2,3,4,8,2,2,0,0
English Literature,girls,1,28,25,35,27,20,2,2,0,0
English Literature,girls,2,273,380,737,983,699,265,67,2,2
English Literature,girls,3c,130,195,469,902,936,402,96,19,0
English Literature,girls,3b,260,359,838,1933,2685,1595,413,58,5
English Literature,girls,3a,161,170,489,1325,2934,2645,873,119,14
English Literature,girls,4c,322,297,722,2160,5983,7504,3792,735,73
English Literature,girls,4b,406,347,778,2315,8136,17504,14565,3888,404
English Literature,girls,4a,113,93,199,562,2550,9343,14951,6442,967
English Literature,girls,5c,91,66,115,359,1542,7740,18897,13785,3324
English Literature,girls,5b,43,34,38,95,452,2819,11551,15765,7114
English Literature,girls,5a,0,3,0,0,7,22,246,1088,1166
Design and Technology: Food,girls,W,0,0,2,2,0,2,0,0,0
Design and Technology: Food,girls,1,2,4,10,4,4,2,2,0,0
Design and Technology: Food,girls,2,2,80,169,220,156,64,2,2,0
Design and Technology: Food,girls,3c,2,31,98,165,189,101,2,2,0
Design and Technology: Food,girls,3b,22,54,171,324,444,309,84,20,3
Design and Technology: Food,girls,3a,6,25,94,230,420,437,187,37,3
Design and Technology: Food,girls,4c,24,53,140,353,776,999,557,2,2
Design and Technology: Food,girls,4b,23,45,144,384,1036,1831,1490,651,86
Design and Technology: Food,girls,4a,7,12,22,98,293,812,1163,710,162
Design and Technology: Food,girls,5c,3,7,23,55,192,614,1171,1104,427
Design and Technology: Food,girls,5b,2,2,7,16,59,234,616,1008,679
Design and Technology: Food,girls,5a,0,0,0,0,2,2,13,49,101
French,girls,W,0,0,0,0,2,2,0,0,0
French,girls,1,2,2,4,2,4,2,2,0,2
French,girls,2,6,21,46,54,59,51,19,2,2
French,girls,3c,10,20,48,74,103,40,14,2,2
French,girls,3b,16,45,141,253,364,204,52,20,10
French,girls,3a,18,29,139,345,589,355,64,28,8
French,girls,4c,40,81,297,765,1828,1437,349,130,48
French,girls,4b,70,138,476,1578,4732,5271,1939,593,201
French,girls,4a,69,35,195,738,3149,5014,2956,1209,388
French,girls,5c,45,26,118,539,2663,6324,5601,3470,1482
French,girls,5b,15,13,39,170,1049,3367,4939,5365,4205
French,girls,5a,0,0,0,2,2,51,172,459,842
Geography,girls,W,0,0,2,2,2,0,0,0,0
Geography,girls,1,8,4,5,3,2,2,2,0,0
Geography,girls,2,102,207,151,85,60,35,17,2,2
Geography,girls,3c,61,178,188,160,94,44,10,2,2
Geography,girls,3b,98,302,575,558,399,216,51,2,2
Geography,girls,3a,48,202,465,721,694,490,113,29,5
Geography,girls,4c,92,271,773,1437,2006,1762,727,169,16
Geography,girls,4b,92,268,921,2368,4337,5538,3377,1250,179
Geography,girls,4a,30,61,225,815,2235,4292,4288,2523,551
Geography,girls,5c,22,45,128,490,1570,3942,6009,5716,2251
Geography,girls,5b,8,9,35,147,510,1635,3905,6305,5153
Geography,girls,5a,0,0,0,0,3,17,92,345,778
German,girls,W,0,0,0,0,2,2,0,0,0
German,girls,1,0,0,0,0,0,0,0,0,0
German,girls,2,0,6,6,12,14,10,2,2,2
German,girls,3c,0,7,13,18,22,10,9,2,2
German,girls,3b,5,2,28,76,91,33,16,7,2
German,girls,3a,2,10,38,93,166,94,27,2,2
German,girls,4c,4,23,75,181,477,426,97,34,9
German,girls,4b,9,30,97,348,1232,1606,650,169,47
German,girls,4a,6,9,40,164,934,1700,1059,344,89
German,girls,5c,8,8,32,125,790,2153,2212,1119,368
German,girls,5b,4,0,3,33,332,1256,2128,2121,1219
German,girls,5a,0,0,0,2,0,2,72,218,327
Design and Technology: Graphics Products,girls,W,0,0,0,2,0,2,0,0,0
Design and Technology: Graphics Products,girls,1,0,2,0,2,0,0,0,0,0
Design and Technology: Graphics Products,girls,2,19,21,42,49,32,15,2,2,0
Design and Technology: Graphics Products,girls,3c,16,17,43,42,36,19,2,2,0
Design and Technology: Graphics Products,girls,3b,18,37,64,101,101,78,33,11,0
Design and Technology: Graphics Products,girls,3a,15,21,40,96,150,115,45,2,2
Design and Technology: Graphics Products,girls,4c,10,26,86,186,310,309,186,57,7
Design and Technology: Graphics Products,girls,4b,29,37,102,243,472,753,560,245,50
Design and Technology: Graphics Products,girls,4a,3,12,27,81,226,489,526,332,101
Design and Technology: Graphics Products,girls,5c,8,14,22,52,167,480,686,597,275
Design and Technology: Graphics Products,girls,5b,2,2,7,20,64,204,453,636,525
Design and Technology: Graphics Products,girls,5a,0,0,0,2,0,2,16,46,77
Child Development,girls,W,2,0,2,0,0,0,0,0,0
Child Development,girls,1,2,0,2,2,2,0,0,0,0
Child Development,girls,2,52,102,2,176,2,23,2,3,0
Child Development,girls,3c,23,2,140,167,146,2,8,5,0
Child Development,girls,3b,50,117,241,392,423,2,62,2,2
Child Development,girls,3a,2,2,151,288,448,327,112,17,4
Child Development,girls,4c,49,85,211,461,844,792,2,2,11
Child Development,girls,4b,69,2,199,565,1119,1433,2,344,51
Child Development,girls,4a,2,17,51,144,340,641,2,2,77
Child Development,girls,5c,19,13,2,56,239,444,2,2,126
Child Development,girls,5b,4,4,5,22,2,2,2,2,139
Child Development,girls,5a,0,0,0,0,0,0,2,8,2
History,girls,W,0,0,0,0,0,0,0,0,0
History,girls,1,3,3,0,2,2,2,0,0,2
History,girls,2,134,158,113,107,65,28,22,2,2
History,girls,3c,109,162,188,141,98,54,22,2,2
History,girls,3b,240,412,500,457,368,207,99,2,2
History,girls,3a,134,368,559,666,657,475,197,53,5
History,girls,4c,289,614,1090,1611,1913,1748,994,271,37
History,girls,4b,358,767,1697,2960,4506,5777,4548,1908,327
History,girls,4a,98,209,602,1241,2571,4400,5263,3482,795
History,girls,5c,84,158,378,870,2137,4708,7710,7442,2993
History,girls,5b,26,36,116,290,769,2101,5025,8339,6372
History,girls,5a,2,0,2,2,8,24,136,495,1050
Vocational Health,girls,W,0,0,0,0,0,0,0,0,0
Vocational Health,girls,1,0,0,0,0,0,0,0,0,0
Vocational Health,girls,2,3,2,2,2,10,3,2,0,0
Vocational Health,girls,3c,2,3,3,8,8,5,2,2,0
Vocational Health,girls,3b,2,4,2,17,2,20,13,2,2
Vocational Health,girls,3a,2,2,5,9,26,2,2,2,0
Vocational Health,girls,4c,2,6,5,2,45,2,54,8,2
Vocational Health,girls,4b,2,2,14,2,58,2,115,44,9
Vocational Health,girls,4a,0,2,0,8,2,43,2,43,2
Vocational Health,girls,5c,2,0,2,7,18,2,2,2,12
Vocational Health,girls,5b,0,0,0,0,2,8,23,2,13
Vocational Health,girls,5a,0,0,0,0,0,0,0,2,2
ICT Full,girls,W,0,2,2,0,3,0,0,0,0
ICT Full,girls,1,9,11,8,2,2,4,0,0,0
ICT Full,girls,2,97,92,160,177,143,47,19,5,0
ICT Full,girls,3c,53,81,111,173,168,80,18,2,2
ICT Full,girls,3b,99,163,228,369,486,326,90,2,2
ICT Full,girls,3a,92,95,194,332,510,453,193,2,2
ICT Full,girls,4c,144,188,314,596,1112,1325,659,156,10
ICT Full,girls,4b,227,280,471,894,1926,3196,2510,825,98
ICT Full,girls,4a,107,80,164,334,892,1851,2224,1183,175
ICT Full,girls,5c,137,63,127,305,669,1847,2989,2576,640
ICT Full,girls,5b,122,30,47,106,293,866,2058,2951,1411
ICT Full,girls,5a,5,0,0,3,4,16,52,170,183
Vocational Leisure & Tourism,girls,W,0,0,0,0,0,0,0,0,0
Vocational Leisure & Tourism,girls,1,0,0,0,0,0,0,0,0,0
Vocational Leisure & Tourism,girls,2,0,2,0,0,2,0,0,0,0
Vocational Leisure & Tourism,girls,3c,0,2,2,2,0,0,2,0,0
Vocational Leisure & Tourism,girls,3b,0,0,2,2,3,0,2,0,0
Vocational Leisure & Tourism,girls,3a,0,0,0,2,2,2,2,2,0
Vocational Leisure & Tourism,girls,4c,0,2,0,6,2,4,4,2,0
Vocational Leisure & Tourism,girls,4b,0,0,0,3,4,10,11,2,2
Vocational Leisure & Tourism,girls,4a,0,0,2,2,2,4,2,2,2
Vocational Leisure & Tourism,girls,5c,0,0,0,0,0,3,8,2,2
Vocational Leisure & Tourism,girls,5b,0,0,0,2,0,2,2,2,0
Vocational Leisure & Tourism,girls,5a,0,0,0,0,0,0,0,0,0
Maths,girls,W,22,6,5,2,4,9,0,0,2
Maths,girls,1,171,40,26,15,19,2,2,0,0
Maths,girls,2,2545,1408,841,540,460,263,41,10,5
Maths,girls,3c,1298,1123,943,737,700,356,34,2,2
Maths,girls,3b,1660,1888,2223,2104,2631,1465,154,2,2
Maths,girls,3a,731,965,1609,2159,3589,2818,266,36,7
Maths,girls,4c,1047,1241,2171,3566,8235,9865,1492,221,22
Maths,girls,4b,882,757,1443,3407,13421,27873,8758,1515,187
Maths,girls,4a,191,69,202,647,4597,17917,11799,3548,520
Maths,girls,5c,148,31,86,352,2744,14437,18123,10548,3385
Maths,girls,5b,46,4,7,35,517,4493,10944,13419,10868
Maths,girls,5a,2,0,0,0,2,31,198,637,1782
Media Studies,girls,W,0,0,2,0,2,2,0,0,0
Media Studies,girls,1,0,2,5,2,2,2,2,0,0
Media Studies,girls,2,14,31,76,110,122,59,18,3,0
Media Studies,girls,3c,12,26,64,107,135,97,22,5,0
Media Studies,girls,3b,25,44,82,230,374,310,116,14,0
Media Studies,girls,3a,27,26,67,188,367,428,185,35,3
Media Studies,girls,4c,53,54,97,297,706,1087,658,167,21
Media Studies,girls,4b,51,54,124,327,937,2100,1885,692,96
Media Studies,girls,4a,27,18,42,96,314,1008,1518,898,210
Media Studies,girls,5c,14,13,23,67,177,752,1642,1405,448
Media Studies,girls,5b,2,2,8,14,67,293,816,1100,525
Media Studies,girls,5a,0,0,0,0,2,2,17,44,48
Music,girls,W,0,0,0,0,0,0,0,0,0
Music,girls,1,0,2,2,2,0,0,0,0,0
Music,girls,2,15,31,32,37,38,12,2,2,0
Music,girls,3c,18,22,33,45,42,20,2,2,0
Music,girls,3b,16,40,61,117,132,92,27,2,2
Music,girls,3a,8,28,44,118,126,124,61,2,2
Music,girls,4c,2,60,96,230,352,386,225,52,2
Music,girls,4b,41,47,161,366,745,1014,866,325,34
Music,girls,4a,17,21,66,196,444,879,978,468,68
Music,girls,5c,12,11,39,146,386,983,1581,1245,258
Music,girls,5b,2,2,13,46,186,555,1489,1867,753
Music,girls,5a,2,0,2,2,2,2,74,202,180
Office Technology,girls,W,0,2,0,0,0,0,0,0,0
Office Technology,girls,1,2,0,2,0,2,0,0,0,0
Office Technology,girls,2,13,24,22,22,14,2,2,0,0
Office Technology,girls,3c,6,17,25,21,15,9,2,2,0
Office Technology,girls,3b,2,23,51,54,56,42,2,2,0
Office Technology,girls,3a,7,19,36,72,50,60,24,4,0
Office Technology,girls,4c,19,25,59,105,157,140,92,2,2
Office Technology,girls,4b,15,24,49,144,275,425,332,102,5
Office Technology,girls,4a,2,2,9,45,113,253,308,163,9
Office Technology,girls,5c,2,2,5,21,77,219,379,298,53
Office Technology,girls,5b,2,0,2,2,25,68,216,265,100
Office Technology,girls,5a,0,0,0,0,0,0,5,16,12
Physical Education,girls,W,0,0,2,0,0,2,0,0,0
Physical Education,girls,1,2,2,2,3,2,2,0,0,0
Physical Education,girls,2,18,65,94,114,71,32,2,2,2
Physical Education,girls,3c,15,31,76,138,109,62,19,3,0
Physical Education,girls,3b,37,50,165,377,349,213,80,2,2
Physical Education,girls,3a,26,43,144,386,452,368,176,63,5
Physical Education,girls,4c,30,60,238,685,1094,1091,609,219,24
Physical Education,girls,4b,43,83,274,1051,2351,2781,1989,934,126
Physical Education,girls,4a,6,23,84,399,1243,2177,1919,1288,254
Physical Education,girls,5c,3,28,68,293,1082,2286,2644,2370,686
Physical Education,girls,5b,2,2,26,111,467,1312,2053,2584,1292
Physical Education,girls,5a,0,0,0,2,2,29,67,167,148
Physics,girls,W,0,0,0,0,0,0,0,0,0
Physics,girls,1,0,0,0,0,0,0,0,0,0
Physics,girls,2,2,2,2,2,6,7,9,4,2
Physics,girls,3c,0,2,2,8,7,7,2,2,0
Physics,girls,3b,2,2,8,22,35,18,15,7,2
Physics,girls,3a,2,2,6,37,80,66,19,8,2
Physics,girls,4c,3,14,21,74,345,377,187,47,6
Physics,girls,4b,5,16,36,200,1135,2117,1477,512,54
Physics,girls,4a,12,6,26,154,908,2826,2817,1344,196
Physics,girls,5c,9,10,32,102,953,3916,6169,4878,1386
Physics,girls,5b,2,2,6,44,382,2175,5343,7947,5437
Physics,girls,5a,0,0,0,2,2,35,166,556,1119
Design and Technology: Resistant Materials,girls,W,0,2,0,0,0,0,0,0,0
Design and Technology: Resistant Materials,girls,1,2,6,3,2,2,2,0,0,0
Design and Technology: Resistant Materials,girls,2,13,25,37,57,49,22,2,2,0
Design and Technology: Resistant Materials,girls,3c,2,11,33,38,45,27,9,0,2
Design and Technology: Resistant Materials,girls,3b,8,20,45,82,83,76,29,5,0
Design and Technology: Resistant Materials,girls,3a,6,12,23,48,120,115,50,9,3
Design and Technology: Resistant Materials,girls,4c,2,22,37,97,203,215,136,43,2
Design and Technology: Resistant Materials,girls,4b,9,19,48,119,272,506,342,135,19
Design and Technology: Resistant Materials,girls,4a,2,2,17,39,110,230,265,149,34
Design and Technology: Resistant Materials,girls,5c,3,8,14,33,72,226,312,270,83
Design and Technology: Resistant Materials,girls,5b,2,2,3,14,27,97,222,299,203
Design and Technology: Resistant Materials,girls,5a,0,0,0,0,2,0,2,25,23
Religious Studies ,girls,W,3,2,3,0,0,2,2,2,0
Religious Studies ,girls,1,19,14,2,11,7,2,2,2,0
Religious Studies ,girls,2,343,350,341,277,241,141,81,36,6
Religious Studies ,girls,3c,166,268,351,356,306,230,96,2,2
Religious Studies ,girls,3b,238,496,695,893,905,744,444,106,23
Religious Studies ,girls,3a,114,270,640,939,1149,1125,685,205,34
Religious Studies ,girls,4c,156,404,936,1686,2590,3169,2470,909,201
Religious Studies ,girls,4b,180,433,1053,2246,4527,7378,7889,4039,1049
Religious Studies ,girls,4a,45,91,255,680,1892,4540,6983,5059,1785
Religious Studies ,girls,5c,21,46,148,495,1308,3983,8392,8960,4704
Religious Studies ,girls,5b,11,15,44,127,418,1621,4919,8368,7883
Religious Studies ,girls,5a,0,0,0,0,2,2,109,426,950
Spanish,girls,W,2,0,0,0,2,0,0,0,2
Spanish,girls,1,0,2,0,0,2,0,0,0,2
Spanish,girls,2,9,18,24,19,28,29,27,17,15
Spanish,girls,3c,7,14,31,40,49,31,10,8,6
Spanish,girls,3b,19,49,86,125,141,91,39,31,16
Spanish,girls,3a,15,30,70,175,235,157,64,30,22
Spanish,girls,4c,37,68,179,442,753,635,216,114,68
Spanish,girls,4b,58,89,337,877,2305,2600,1170,461,259
Spanish,girls,4a,41,33,111,407,1509,2523,1626,804,385
Spanish,girls,5c,21,27,83,298,1341,2955,2991,2097,1222
Spanish,girls,5b,9,8,24,96,487,1548,2537,2895,2856
Spanish,girls,5a,0,0,0,2,2,25,100,193,475
Additional Science,girls,W,2,2,2,2,2,6,0,0,2
Additional Science,girls,1,7,10,7,6,2,2,2,0,0
Additional Science,girls,2,70,245,421,324,180,104,41,2,2
Additional Science,girls,3c,42,140,360,445,324,121,28,2,2
Additional Science,girls,3b,80,267,761,1293,1196,559,159,2,2
Additional Science,girls,3a,63,142,546,1420,2101,1242,252,27,5
Additional Science,girls,4c,104,220,902,2819,5597,4807,1396,199,8
Additional Science,girls,4b,160,256,963,3773,11487,15326,6563,1173,89
Additional Science,girls,4a,68,67,205,1092,5055,10887,7621,2256,199
Additional Science,girls,5c,57,52,146,607,3275,9521,10316,4956,888
Additional Science,girls,5b,29,23,29,128,832,3344,5969,5236,2242
Additional Science,girls,5a,2,0,0,0,2,28,96,257,307
Statistics,girls,W,0,2,2,2,0,0,0,0,0
Statistics,girls,1,4,2,3,2,0,2,2,0,0
Statistics,girls,2,57,79,75,65,34,12,2,2,0
Statistics,girls,3c,29,53,75,85,43,2,2,0,0
Statistics,girls,3b,38,63,122,190,178,72,8,0,0
Statistics,girls,3a,21,25,76,183,264,170,15,2,2
Statistics,girls,4c,44,51,123,309,645,653,132,2,2
Statistics,girls,4b,62,32,86,358,1162,2002,642,141,6
Statistics,girls,4a,34,7,17,105,545,1525,1006,340,16
Statistics,girls,5c,33,2,2,49,396,1589,1822,1093,176
Statistics,girls,5b,12,2,2,14,104,663,1403,1710,588
Statistics,girls,5a,0,0,0,0,2,2,42,151,96
Vocational Business,girls,W,0,0,0,0,0,0,0,0,0
Vocational Business,girls,1,0,0,0,0,0,0,0,0,0
Vocational Business,girls,2,0,0,0,2,2,2,0,0,0
Vocational Business,girls,3c,0,2,0,0,0,2,2,0,0
Vocational Business,girls,3b,0,0,0,6,5,2,2,2,0
Vocational Business,girls,3a,2,2,2,0,5,7,2,2,0
Vocational Business,girls,4c,2,0,2,7,7,14,12,2,2
Vocational Business,girls,4b,0,0,2,2,16,43,60,22,0
Vocational Business,girls,4a,0,2,2,3,12,30,40,44,9
Vocational Business,girls,5c,0,0,2,2,6,16,43,65,20
Vocational Business,girls,5b,0,0,0,0,0,6,22,42,34
Vocational Business,girls,5a,0,0,0,0,0,0,2,2,2
